Nombre,Puntaje,Fecha
DANIELA,57295,"01/18/2026, 12:00:00 AM"
DANIELA,320596,"02/09/2026, 12:00:00 AM"
CHOCHO,805252,"02/04/2026, 12:00:00 AM"
CARO,482289,"02/25/2026, 12:00:00 AM"
VALERIA,39907,"01/01/2026, 12:00:00 AM"
EDWIN,491627,"02/06/2026, 12:00:00 AM"
DANIELA,1128943,"01/26/2026, 12:00:00 AM"
VALERIA,277035,"01/02/2026, 12:00:00 AM"
MAGALY,293844,"02/01/2026, 12:00:00 AM"
SEBAS,1084262,"02/13/2026, 12:00:00 AM"
DIEGO,310199,"02/16/2026, 12:00:00 AM"
CARO,940982,"02/16/2026, 12:00:00 AM"
DANIELA,352529,"02/12/2026, 12:00:00 AM"
SEBAS,76624,"01/10/2026, 12:00:00 AM"
EDWIN,769209,"02/21/2026, 12:00:00 AM"
VALERIA,1229,"01/29/2026, 12:00:00 AM"
MAGALY,316296,"03/01/2026, 12:00:00 AM"
CARO,1010532,"02/06/2026, 12:00:00 AM"
CARO,1041832,"02/27/2026, 12:00:00 AM"
VALERIA,303530,"01/13/2026, 12:00:00 AM"
EVELYN,90521,"02/14/2026, 12:00:00 AM"
DIEGO,592625,"02/25/2026, 12:00:00 AM"
DIEGO,280324,"01/08/2026, 12:00:00 AM"
VALERIA,1277324,"01/26/2026, 12:00:00 AM"
EDWIN,924,"02/01/2026, 12:00:00 AM"
DANIELA,122376,"01/10/2026, 12:00:00 AM"
CHOCHO,1097267,"02/20/2026, 12:00:00 AM"
VALERIA,47474,"01/03/2026, 12:00:00 AM"
MAGALY,461975,"02/10/2026, 12:00:00 AM"
DANIELA,199169,"01/10/2026, 12:00:00 AM"
CHOCHO,99184,"01/06/2026, 12:00:00 AM"
CARO,238095,"02/19/2026, 12:00:00 AM"
MAGALY,43681,"02/28/2026, 12:00:00 AM"
DIEGO,387024,"02/08/2026, 12:00:00 AM"
SEBAS,1042145,"02/17/2026, 12:00:00 AM"
DANIELA,119605,"01/23/2026, 12:00:00 AM"
VALERIA,370723,"02/02/2026, 12:00:00 AM"
CHOCHO,475392,"01/07/2026, 12:00:00 AM"
EVELYN,1213203,"02/04/2026, 12:00:00 AM"
EDWIN,46991,"01/26/2026, 12:00:00 AM"
EVELYN,258727,"02/19/2026, 12:00:00 AM"
EDWIN,1086739,"02/23/2026, 12:00:00 AM"
CHOCHO,38747,"01/05/2026, 12:00:00 AM"
SEBAS,56882,"01/09/2026, 12:00:00 AM"
DANIELA,70422,"02/18/2026, 12:00:00 AM"
EVELYN,408956,"01/13/2026, 12:00:00 AM"
CHOCHO,191325,"01/13/2026, 12:00:00 AM"
CARO,612124,"01/18/2026, 12:00:00 AM"
DANIELA,40397,"01/28/2026, 12:00:00 AM"
DANIELA,210460,"01/29/2026, 12:00:00 AM"
MAGALY,41515,"01/26/2026, 12:00:00 AM"
DANIELA,183618,"01/31/2026, 12:00:00 AM"
CHOCHO,108347,"02/25/2026, 12:00:00 AM"
CHOCHO,109603,"02/08/2026, 12:00:00 AM"
MAGALY,350154,"02/04/2026, 12:00:00 AM"
EVELYN,817138,"02/25/2026, 12:00:00 AM"
CARO,106836,"02/15/2026, 12:00:00 AM"
VALERIA,1244,"01/03/2026, 12:00:00 AM"
EVELYN,589037,"02/09/2026, 12:00:00 AM"
CHOCHO,126844,"02/16/2026, 12:00:00 AM"
VALERIA,996622,"02/06/2026, 12:00:00 AM"
MAGALY,101639,"02/06/2026, 12:00:00 AM"
SEBAS,58464,"02/01/2026, 12:00:00 AM"
MAGALY,109723,"02/02/2026, 12:00:00 AM"
VALERIA,715409,"01/16/2026, 12:00:00 AM"
EDWIN,854,"02/05/2026, 12:00:00 AM"
VALERIA,266057,"01/13/2026, 12:00:00 AM"
EVELYN,525918,"02/08/2026, 12:00:00 AM"
EDWIN,1070,"01/28/2026, 12:00:00 AM"
EDWIN,108337,"02/03/2026, 12:00:00 AM"
CARO,789,"02/06/2026, 12:00:00 AM"
DANIELA,63193,"01/13/2026, 12:00:00 AM"
VALERIA,313787,"01/26/2026, 12:00:00 AM"
VALERIA,99588,"02/12/2026, 12:00:00 AM"
SEBAS,1117870,"02/24/2026, 12:00:00 AM"
DIEGO,590112,"02/22/2026, 12:00:00 AM"
SEBAS,107066,"01/03/2026, 12:00:00 AM"
EVELYN,283891,"02/03/2026, 12:00:00 AM"
VALERIA,180569,"02/27/2026, 12:00:00 AM"
CHOCHO,543590,"01/10/2026, 12:00:00 AM"
DANIELA,512185,"01/09/2026, 12:00:00 AM"
DIEGO,1146892,"02/27/2026, 12:00:00 AM"
SEBAS,319692,"02/05/2026, 12:00:00 AM"
VALERIA,867,"01/20/2026, 12:00:00 AM"
CARO,176956,"02/21/2026, 12:00:00 AM"
DANIELA,175723,"02/11/2026, 12:00:00 AM"
DIEGO,100315,"01/29/2026, 12:00:00 AM"
CARO,1274,"02/04/2026, 12:00:00 AM"
CARO,860194,"02/04/2026, 12:00:00 AM"
MAGALY,252417,"01/23/2026, 12:00:00 AM"
EVELYN,620886,"02/05/2026, 12:00:00 AM"
CHOCHO,303622,"01/19/2026, 12:00:00 AM"
EDWIN,272040,"01/06/2026, 12:00:00 AM"
MAGALY,418486,"01/17/2026, 12:00:00 AM"
CHOCHO,580046,"01/14/2026, 12:00:00 AM"
DIEGO,114022,"01/12/2026, 12:00:00 AM"
DANIELA,239428,"02/16/2026, 12:00:00 AM"
MAGALY,114002,"02/06/2026, 12:00:00 AM"
CHOCHO,202441,"02/26/2026, 12:00:00 AM"
CHOCHO,267229,"01/23/2026, 12:00:00 AM"
DIEGO,285701,"02/23/2026, 12:00:00 AM"
CARO,122532,"02/21/2026, 12:00:00 AM"
CHOCHO,725764,"01/09/2026, 12:00:00 AM"
VALERIA,788167,"01/27/2026, 12:00:00 AM"
CHOCHO,1076,"02/16/2026, 12:00:00 AM"
DIEGO,255585,"02/25/2026, 12:00:00 AM"
DIEGO,82659,"01/19/2026, 12:00:00 AM"
SEBAS,1262886,"02/13/2026, 12:00:00 AM"
DANIELA,370371,"01/19/2026, 12:00:00 AM"
EVELYN,38999,"01/31/2026, 12:00:00 AM"
EVELYN,98521,"02/16/2026, 12:00:00 AM"
DIEGO,38104,"02/10/2026, 12:00:00 AM"
CHOCHO,303681,"02/24/2026, 12:00:00 AM"
EVELYN,58840,"02/11/2026, 12:00:00 AM"
EVELYN,720,"02/27/2026, 12:00:00 AM"
VALERIA,98875,"02/11/2026, 12:00:00 AM"
VALERIA,207074,"01/02/2026, 12:00:00 AM"
VALERIA,374819,"01/30/2026, 12:00:00 AM"
CHOCHO,998640,"02/09/2026, 12:00:00 AM"
DIEGO,495395,"01/30/2026, 12:00:00 AM"
VALERIA,363605,"02/11/2026, 12:00:00 AM"
EDWIN,55371,"01/21/2026, 12:00:00 AM"
CARO,129407,"02/24/2026, 12:00:00 AM"
MAGALY,78423,"02/12/2026, 12:00:00 AM"
VALERIA,60656,"02/27/2026, 12:00:00 AM"
DIEGO,367711,"01/03/2026, 12:00:00 AM"
EVELYN,95064,"02/15/2026, 12:00:00 AM"
VALERIA,93711,"02/17/2026, 12:00:00 AM"
EDWIN,42111,"01/01/2026, 12:00:00 AM"
VALERIA,301440,"02/25/2026, 12:00:00 AM"
CHOCHO,863,"01/30/2026, 12:00:00 AM"
CARO,195901,"02/17/2026, 12:00:00 AM"
MAGALY,1261573,"01/18/2026, 12:00:00 AM"
DANIELA,196210,"02/18/2026, 12:00:00 AM"
DANIELA,870286,"02/22/2026, 12:00:00 AM"
SEBAS,892509,"02/24/2026, 12:00:00 AM"
EVELYN,1078385,"02/19/2026, 12:00:00 AM"
CARO,56639,"01/29/2026, 12:00:00 AM"
SEBAS,220896,"01/23/2026, 12:00:00 AM"
MAGALY,118294,"02/05/2026, 12:00:00 AM"
EVELYN,101425,"02/23/2026, 12:00:00 AM"
EDWIN,476251,"01/23/2026, 12:00:00 AM"
SEBAS,769,"02/13/2026, 12:00:00 AM"
VALERIA,555149,"01/12/2026, 12:00:00 AM"
DANIELA,83872,"01/05/2026, 12:00:00 AM"
VALERIA,492628,"01/11/2026, 12:00:00 AM"
MAGALY,984,"01/28/2026, 12:00:00 AM"
VALERIA,1077,"02/24/2026, 12:00:00 AM"
CHOCHO,306025,"02/10/2026, 12:00:00 AM"
EVELYN,280531,"01/12/2026, 12:00:00 AM"
CARO,594308,"02/09/2026, 12:00:00 AM"
SEBAS,1019483,"01/26/2026, 12:00:00 AM"
MAGALY,101661,"02/04/2026, 12:00:00 AM"
SEBAS,47796,"02/19/2026, 12:00:00 AM"
VALERIA,267773,"02/12/2026, 12:00:00 AM"
DIEGO,89092,"01/14/2026, 12:00:00 AM"
CARO,597363,"01/27/2026, 12:00:00 AM"
EVELYN,913,"02/28/2026, 12:00:00 AM"
VALERIA,51840,"01/16/2026, 12:00:00 AM"
MAGALY,56424,"02/04/2026, 12:00:00 AM"
CARO,1095735,"01/22/2026, 12:00:00 AM"
CHOCHO,209347,"02/25/2026, 12:00:00 AM"
MAGALY,49391,"01/09/2026, 12:00:00 AM"
EDWIN,314937,"02/05/2026, 12:00:00 AM"
CHOCHO,449038,"02/12/2026, 12:00:00 AM"
CARO,114283,"01/16/2026, 12:00:00 AM"
EDWIN,1037959,"02/25/2026, 12:00:00 AM"
MAGALY,40257,"02/27/2026, 12:00:00 AM"
MAGALY,1036,"02/02/2026, 12:00:00 AM"
DANIELA,37544,"01/28/2026, 12:00:00 AM"
EVELYN,1177930,"01/23/2026, 12:00:00 AM"
EDWIN,1224,"01/08/2026, 12:00:00 AM"
DANIELA,40566,"01/20/2026, 12:00:00 AM"
MAGALY,126295,"01/18/2026, 12:00:00 AM"
EDWIN,273332,"01/18/2026, 12:00:00 AM"
CARO,611797,"01/06/2026, 12:00:00 AM"
DANIELA,58203,"01/06/2026, 12:00:00 AM"
DIEGO,233563,"02/25/2026, 12:00:00 AM"
DANIELA,802212,"01/06/2026, 12:00:00 AM"
SEBAS,248042,"02/08/2026, 12:00:00 AM"
VALERIA,558976,"02/07/2026, 12:00:00 AM"
DIEGO,73675,"02/15/2026, 12:00:00 AM"
CARO,93441,"01/17/2026, 12:00:00 AM"
DANIELA,786738,"02/11/2026, 12:00:00 AM"
DIEGO,61534,"02/09/2026, 12:00:00 AM"
CARO,1072190,"03/01/2026, 12:00:00 AM"
CARO,720,"01/14/2026, 12:00:00 AM"
DANIELA,41934,"01/28/2026, 12:00:00 AM"
VALERIA,920,"02/15/2026, 12:00:00 AM"
CARO,48709,"02/19/2026, 12:00:00 AM"
DANIELA,1258,"02/10/2026, 12:00:00 AM"
MAGALY,739,"01/02/2026, 12:00:00 AM"
DANIELA,227336,"02/12/2026, 12:00:00 AM"
DANIELA,848013,"02/07/2026, 12:00:00 AM"
MAGALY,789670,"02/28/2026, 12:00:00 AM"
CHOCHO,1001207,"02/18/2026, 12:00:00 AM"
EVELYN,81636,"01/19/2026, 12:00:00 AM"
CARO,268289,"01/31/2026, 12:00:00 AM"
SEBAS,63642,"01/12/2026, 12:00:00 AM"
CARO,60353,"03/01/2026, 12:00:00 AM"
SEBAS,60935,"01/28/2026, 12:00:00 AM"
EDWIN,98091,"02/12/2026, 12:00:00 AM"
DIEGO,46303,"02/17/2026, 12:00:00 AM"
SEBAS,108686,"01/06/2026, 12:00:00 AM"
DIEGO,1235920,"02/14/2026, 12:00:00 AM"
EVELYN,256894,"01/03/2026, 12:00:00 AM"
CHOCHO,52845,"01/28/2026, 12:00:00 AM"
EVELYN,893,"02/23/2026, 12:00:00 AM"
SEBAS,1144,"02/16/2026, 12:00:00 AM"
CHOCHO,817,"02/08/2026, 12:00:00 AM"
DANIELA,118442,"02/20/2026, 12:00:00 AM"
MAGALY,462853,"02/11/2026, 12:00:00 AM"
EVELYN,528183,"02/09/2026, 12:00:00 AM"
SEBAS,175200,"01/05/2026, 12:00:00 AM"
SEBAS,1004,"01/31/2026, 12:00:00 AM"
CHOCHO,55372,"02/15/2026, 12:00:00 AM"
SEBAS,906,"01/15/2026, 12:00:00 AM"
VALERIA,102022,"02/20/2026, 12:00:00 AM"
CHOCHO,572596,"02/20/2026, 12:00:00 AM"
MAGALY,893,"01/13/2026, 12:00:00 AM"
DIEGO,74489,"03/01/2026, 12:00:00 AM"
DIEGO,71910,"02/24/2026, 12:00:00 AM"
MAGALY,94573,"01/22/2026, 12:00:00 AM"
EDWIN,111716,"01/31/2026, 12:00:00 AM"
DANIELA,99405,"01/15/2026, 12:00:00 AM"
CARO,405030,"02/11/2026, 12:00:00 AM"
MAGALY,608307,"03/01/2026, 12:00:00 AM"
DANIELA,55557,"02/17/2026, 12:00:00 AM"
CARO,1059083,"01/20/2026, 12:00:00 AM"
EDWIN,39056,"01/23/2026, 12:00:00 AM"
EDWIN,502496,"01/16/2026, 12:00:00 AM"
EDWIN,35554,"02/07/2026, 12:00:00 AM"
CHOCHO,314943,"01/11/2026, 12:00:00 AM"
EDWIN,612336,"01/16/2026, 12:00:00 AM"
EDWIN,773932,"02/25/2026, 12:00:00 AM"
CARO,111506,"01/23/2026, 12:00:00 AM"
VALERIA,1148154,"02/21/2026, 12:00:00 AM"
MAGALY,575882,"01/03/2026, 12:00:00 AM"
SEBAS,1106,"01/27/2026, 12:00:00 AM"
SEBAS,836047,"02/10/2026, 12:00:00 AM"
EDWIN,444795,"01/04/2026, 12:00:00 AM"
EDWIN,891,"01/24/2026, 12:00:00 AM"
MAGALY,109458,"01/09/2026, 12:00:00 AM"
DIEGO,993178,"02/27/2026, 12:00:00 AM"
SEBAS,809588,"01/05/2026, 12:00:00 AM"
CHOCHO,1267,"02/16/2026, 12:00:00 AM"
VALERIA,38183,"01/15/2026, 12:00:00 AM"
VALERIA,238369,"02/11/2026, 12:00:00 AM"
VALERIA,63444,"03/01/2026, 12:00:00 AM"
VALERIA,214442,"02/24/2026, 12:00:00 AM"
CHOCHO,626210,"01/28/2026, 12:00:00 AM"
CHOCHO,1226,"01/06/2026, 12:00:00 AM"
CHOCHO,1275676,"01/02/2026, 12:00:00 AM"
EVELYN,90086,"01/20/2026, 12:00:00 AM"
CARO,126992,"02/28/2026, 12:00:00 AM"
VALERIA,35117,"01/09/2026, 12:00:00 AM"
CHOCHO,199002,"02/24/2026, 12:00:00 AM"
MAGALY,233184,"02/21/2026, 12:00:00 AM"
VALERIA,1038636,"02/07/2026, 12:00:00 AM"
EDWIN,61206,"02/07/2026, 12:00:00 AM"
VALERIA,87257,"01/15/2026, 12:00:00 AM"
DANIELA,115912,"02/23/2026, 12:00:00 AM"
EVELYN,100413,"02/05/2026, 12:00:00 AM"
EVELYN,731716,"01/25/2026, 12:00:00 AM"
SEBAS,948460,"02/13/2026, 12:00:00 AM"
DANIELA,1284377,"02/16/2026, 12:00:00 AM"
CARO,1108,"02/11/2026, 12:00:00 AM"
EDWIN,38171,"01/04/2026, 12:00:00 AM"
DIEGO,959754,"01/09/2026, 12:00:00 AM"
VALERIA,585575,"02/24/2026, 12:00:00 AM"
EDWIN,792627,"02/15/2026, 12:00:00 AM"
CARO,504209,"02/15/2026, 12:00:00 AM"
DIEGO,209106,"01/25/2026, 12:00:00 AM"
MAGALY,444619,"02/06/2026, 12:00:00 AM"
EVELYN,1044,"01/21/2026, 12:00:00 AM"
MAGALY,1224581,"01/26/2026, 12:00:00 AM"
EDWIN,411404,"02/03/2026, 12:00:00 AM"
SEBAS,540379,"01/19/2026, 12:00:00 AM"
CARO,459229,"01/15/2026, 12:00:00 AM"
VALERIA,638887,"01/08/2026, 12:00:00 AM"
DANIELA,102271,"02/13/2026, 12:00:00 AM"
EDWIN,777,"01/02/2026, 12:00:00 AM"
CARO,42773,"02/13/2026, 12:00:00 AM"
EVELYN,551885,"01/04/2026, 12:00:00 AM"
VALERIA,986797,"02/09/2026, 12:00:00 AM"
VALERIA,200928,"01/23/2026, 12:00:00 AM"
EVELYN,563647,"01/30/2026, 12:00:00 AM"
EDWIN,710456,"01/18/2026, 12:00:00 AM"
DIEGO,950119,"01/15/2026, 12:00:00 AM"
EVELYN,72571,"02/28/2026, 12:00:00 AM"
DIEGO,36901,"02/28/2026, 12:00:00 AM"
CARO,856,"01/15/2026, 12:00:00 AM"
CHOCHO,101106,"01/16/2026, 12:00:00 AM"
CARO,606338,"01/01/2026, 12:00:00 AM"
SEBAS,36355,"02/28/2026, 12:00:00 AM"
CHOCHO,927,"02/25/2026, 12:00:00 AM"
CARO,1171458,"01/12/2026, 12:00:00 AM"
EDWIN,61946,"01/03/2026, 12:00:00 AM"
MAGALY,795,"02/10/2026, 12:00:00 AM"
EVELYN,1259200,"02/25/2026, 12:00:00 AM"
CARO,613997,"01/11/2026, 12:00:00 AM"
CARO,554475,"02/20/2026, 12:00:00 AM"
CHOCHO,1130,"02/06/2026, 12:00:00 AM"
EVELYN,321685,"02/06/2026, 12:00:00 AM"
CHOCHO,210081,"02/13/2026, 12:00:00 AM"
EVELYN,122509,"01/07/2026, 12:00:00 AM"
EVELYN,54837,"02/06/2026, 12:00:00 AM"
SEBAS,1002,"01/30/2026, 12:00:00 AM"
MAGALY,49109,"02/21/2026, 12:00:00 AM"
MAGALY,1196,"01/13/2026, 12:00:00 AM"
VALERIA,1296,"01/03/2026, 12:00:00 AM"
DANIELA,202306,"01/24/2026, 12:00:00 AM"
SEBAS,428189,"02/08/2026, 12:00:00 AM"
DANIELA,868794,"02/05/2026, 12:00:00 AM"
MAGALY,436500,"01/07/2026, 12:00:00 AM"
MAGALY,41803,"02/05/2026, 12:00:00 AM"
CHOCHO,125138,"02/19/2026, 12:00:00 AM"
DIEGO,41239,"02/24/2026, 12:00:00 AM"
CARO,763384,"01/29/2026, 12:00:00 AM"
VALERIA,187784,"02/08/2026, 12:00:00 AM"
MAGALY,71932,"01/11/2026, 12:00:00 AM"
CHOCHO,87528,"01/08/2026, 12:00:00 AM"
EDWIN,43565,"02/19/2026, 12:00:00 AM"
CARO,301488,"01/22/2026, 12:00:00 AM"
EVELYN,102666,"01/13/2026, 12:00:00 AM"
EDWIN,414460,"02/25/2026, 12:00:00 AM"
EDWIN,914261,"02/15/2026, 12:00:00 AM"
VALERIA,58595,"01/26/2026, 12:00:00 AM"
DANIELA,58760,"01/11/2026, 12:00:00 AM"
SEBAS,1051,"01/07/2026, 12:00:00 AM"
MAGALY,243696,"01/05/2026, 12:00:00 AM"
VALERIA,288112,"03/01/2026, 12:00:00 AM"
CHOCHO,414633,"01/16/2026, 12:00:00 AM"
DANIELA,922009,"01/11/2026, 12:00:00 AM"
EVELYN,59665,"02/03/2026, 12:00:00 AM"
EDWIN,946201,"02/07/2026, 12:00:00 AM"
CARO,962805,"01/08/2026, 12:00:00 AM"
CARO,256033,"01/19/2026, 12:00:00 AM"
CHOCHO,1226,"02/23/2026, 12:00:00 AM"
CHOCHO,904,"02/11/2026, 12:00:00 AM"
DIEGO,213619,"02/28/2026, 12:00:00 AM"
CARO,72278,"01/07/2026, 12:00:00 AM"
DIEGO,36748,"02/09/2026, 12:00:00 AM"
CARO,64461,"01/08/2026, 12:00:00 AM"
DIEGO,309984,"02/02/2026, 12:00:00 AM"
CARO,1054092,"01/16/2026, 12:00:00 AM"
MAGALY,88598,"01/04/2026, 12:00:00 AM"
CARO,931796,"01/02/2026, 12:00:00 AM"
SEBAS,114771,"01/11/2026, 12:00:00 AM"
DIEGO,609897,"01/14/2026, 12:00:00 AM"
MAGALY,464159,"01/26/2026, 12:00:00 AM"
SEBAS,249595,"01/20/2026, 12:00:00 AM"
DIEGO,122915,"01/07/2026, 12:00:00 AM"
SEBAS,38522,"02/13/2026, 12:00:00 AM"
CHOCHO,719,"01/15/2026, 12:00:00 AM"
CHOCHO,190604,"02/20/2026, 12:00:00 AM"
EVELYN,62858,"02/04/2026, 12:00:00 AM"
CARO,1112,"02/17/2026, 12:00:00 AM"
EVELYN,982,"01/08/2026, 12:00:00 AM"
VALERIA,206889,"01/15/2026, 12:00:00 AM"
MAGALY,467696,"01/06/2026, 12:00:00 AM"
DIEGO,563811,"02/27/2026, 12:00:00 AM"
CARO,112554,"02/07/2026, 12:00:00 AM"
EVELYN,46887,"02/05/2026, 12:00:00 AM"
MAGALY,551155,"01/13/2026, 12:00:00 AM"
MAGALY,458629,"02/05/2026, 12:00:00 AM"
VALERIA,394337,"02/13/2026, 12:00:00 AM"
EDWIN,784,"01/22/2026, 12:00:00 AM"
CARO,75120,"01/22/2026, 12:00:00 AM"
CARO,126586,"01/25/2026, 12:00:00 AM"
DIEGO,793400,"02/10/2026, 12:00:00 AM"
CARO,954372,"01/28/2026, 12:00:00 AM"
EDWIN,817,"02/15/2026, 12:00:00 AM"
MAGALY,723,"01/06/2026, 12:00:00 AM"
CHOCHO,194996,"01/28/2026, 12:00:00 AM"
DANIELA,39195,"01/08/2026, 12:00:00 AM"
DIEGO,792384,"02/01/2026, 12:00:00 AM"
SEBAS,125059,"01/03/2026, 12:00:00 AM"
VALERIA,85610,"02/12/2026, 12:00:00 AM"
DIEGO,586864,"02/05/2026, 12:00:00 AM"
CHOCHO,126370,"01/08/2026, 12:00:00 AM"
EVELYN,374564,"02/03/2026, 12:00:00 AM"
MAGALY,740576,"02/02/2026, 12:00:00 AM"
EVELYN,192802,"01/23/2026, 12:00:00 AM"
CARO,1276,"02/14/2026, 12:00:00 AM"
CHOCHO,871581,"02/22/2026, 12:00:00 AM"
CHOCHO,266742,"01/02/2026, 12:00:00 AM"
EVELYN,547949,"02/15/2026, 12:00:00 AM"
CHOCHO,127999,"01/17/2026, 12:00:00 AM"
EDWIN,1185345,"02/27/2026, 12:00:00 AM"
EDWIN,368655,"02/23/2026, 12:00:00 AM"
DANIELA,1184,"02/12/2026, 12:00:00 AM"
EDWIN,39976,"01/03/2026, 12:00:00 AM"
DANIELA,86259,"02/15/2026, 12:00:00 AM"
CHOCHO,593075,"02/06/2026, 12:00:00 AM"
DIEGO,1198357,"01/15/2026, 12:00:00 AM"
CARO,481767,"02/26/2026, 12:00:00 AM"
EVELYN,1002686,"02/03/2026, 12:00:00 AM"
CARO,128973,"01/19/2026, 12:00:00 AM"
MAGALY,1064,"02/24/2026, 12:00:00 AM"
DANIELA,1274,"02/18/2026, 12:00:00 AM"
CARO,1208300,"02/14/2026, 12:00:00 AM"
DANIELA,103670,"02/21/2026, 12:00:00 AM"
EDWIN,277683,"01/16/2026, 12:00:00 AM"
EDWIN,396252,"01/02/2026, 12:00:00 AM"
SEBAS,38793,"02/11/2026, 12:00:00 AM"
VALERIA,1054,"01/11/2026, 12:00:00 AM"
CARO,58952,"02/10/2026, 12:00:00 AM"
CARO,1263,"02/10/2026, 12:00:00 AM"
DIEGO,179414,"02/21/2026, 12:00:00 AM"
EVELYN,1129553,"01/24/2026, 12:00:00 AM"
CARO,64253,"01/25/2026, 12:00:00 AM"
VALERIA,1089099,"02/27/2026, 12:00:00 AM"
VALERIA,480004,"01/04/2026, 12:00:00 AM"
EVELYN,516535,"02/07/2026, 12:00:00 AM"
CHOCHO,85915,"01/14/2026, 12:00:00 AM"
DIEGO,624937,"01/31/2026, 12:00:00 AM"
VALERIA,301427,"01/14/2026, 12:00:00 AM"
EDWIN,548626,"01/06/2026, 12:00:00 AM"
VALERIA,1200,"02/07/2026, 12:00:00 AM"
VALERIA,722,"02/05/2026, 12:00:00 AM"
SEBAS,271507,"01/13/2026, 12:00:00 AM"
SEBAS,258431,"01/25/2026, 12:00:00 AM"
VALERIA,786080,"02/03/2026, 12:00:00 AM"
VALERIA,587998,"01/03/2026, 12:00:00 AM"
EVELYN,980,"01/21/2026, 12:00:00 AM"
CARO,51972,"01/05/2026, 12:00:00 AM"
DANIELA,1225720,"01/23/2026, 12:00:00 AM"
MAGALY,1099,"02/02/2026, 12:00:00 AM"
DIEGO,719,"02/05/2026, 12:00:00 AM"
CHOCHO,1091215,"02/10/2026, 12:00:00 AM"
SEBAS,353927,"02/15/2026, 12:00:00 AM"
DANIELA,42370,"01/19/2026, 12:00:00 AM"
MAGALY,745,"01/16/2026, 12:00:00 AM"
VALERIA,54664,"01/24/2026, 12:00:00 AM"
DIEGO,91553,"02/24/2026, 12:00:00 AM"
VALERIA,1118593,"02/19/2026, 12:00:00 AM"
VALERIA,106733,"01/25/2026, 12:00:00 AM"
SEBAS,52329,"01/14/2026, 12:00:00 AM"
CHOCHO,259874,"01/12/2026, 12:00:00 AM"
MAGALY,1060,"02/07/2026, 12:00:00 AM"
VALERIA,856,"01/16/2026, 12:00:00 AM"
SEBAS,1185,"02/26/2026, 12:00:00 AM"
SEBAS,51297,"02/11/2026, 12:00:00 AM"
DIEGO,517215,"02/08/2026, 12:00:00 AM"
DIEGO,283983,"01/14/2026, 12:00:00 AM"
DANIELA,74661,"02/16/2026, 12:00:00 AM"
EDWIN,215932,"02/27/2026, 12:00:00 AM"
DANIELA,393315,"02/20/2026, 12:00:00 AM"
VALERIA,128932,"02/28/2026, 12:00:00 AM"
MAGALY,944358,"02/02/2026, 12:00:00 AM"
DIEGO,1050,"01/15/2026, 12:00:00 AM"
DIEGO,519870,"01/11/2026, 12:00:00 AM"
MAGALY,740592,"01/19/2026, 12:00:00 AM"
CARO,1242,"01/18/2026, 12:00:00 AM"
CARO,587119,"03/01/2026, 12:00:00 AM"
EVELYN,744841,"02/16/2026, 12:00:00 AM"
EDWIN,1216655,"01/24/2026, 12:00:00 AM"
CARO,72423,"02/23/2026, 12:00:00 AM"
VALERIA,73488,"01/25/2026, 12:00:00 AM"
VALERIA,206749,"02/19/2026, 12:00:00 AM"
SEBAS,36174,"01/25/2026, 12:00:00 AM"
DIEGO,1161,"02/19/2026, 12:00:00 AM"
DANIELA,1148658,"02/06/2026, 12:00:00 AM"
CARO,1246,"02/26/2026, 12:00:00 AM"
CHOCHO,99832,"02/03/2026, 12:00:00 AM"
MAGALY,127789,"01/06/2026, 12:00:00 AM"
VALERIA,60182,"02/12/2026, 12:00:00 AM"
SEBAS,584842,"01/03/2026, 12:00:00 AM"
MAGALY,79887,"01/23/2026, 12:00:00 AM"
CHOCHO,622312,"01/20/2026, 12:00:00 AM"
CHOCHO,812,"02/07/2026, 12:00:00 AM"
VALERIA,1149326,"01/04/2026, 12:00:00 AM"
CARO,982719,"02/03/2026, 12:00:00 AM"
EDWIN,614381,"02/25/2026, 12:00:00 AM"
DANIELA,58813,"02/16/2026, 12:00:00 AM"
SEBAS,867,"02/11/2026, 12:00:00 AM"
CARO,1106826,"01/11/2026, 12:00:00 AM"
SEBAS,421507,"02/18/2026, 12:00:00 AM"
EVELYN,387905,"02/08/2026, 12:00:00 AM"
EDWIN,494870,"02/21/2026, 12:00:00 AM"
CHOCHO,59906,"02/12/2026, 12:00:00 AM"
CARO,623902,"02/10/2026, 12:00:00 AM"
SEBAS,49983,"01/21/2026, 12:00:00 AM"
MAGALY,49376,"02/16/2026, 12:00:00 AM"
EVELYN,1224079,"01/20/2026, 12:00:00 AM"
VALERIA,91838,"01/27/2026, 12:00:00 AM"
DIEGO,730851,"01/10/2026, 12:00:00 AM"
SEBAS,55900,"01/23/2026, 12:00:00 AM"
EDWIN,264625,"01/14/2026, 12:00:00 AM"
DIEGO,54014,"01/24/2026, 12:00:00 AM"
VALERIA,60246,"01/13/2026, 12:00:00 AM"
EVELYN,1183,"02/01/2026, 12:00:00 AM"
EDWIN,524154,"02/01/2026, 12:00:00 AM"
DANIELA,503194,"01/28/2026, 12:00:00 AM"
DANIELA,1074778,"01/21/2026, 12:00:00 AM"
DIEGO,121212,"02/16/2026, 12:00:00 AM"
SEBAS,198830,"01/22/2026, 12:00:00 AM"
VALERIA,824238,"01/20/2026, 12:00:00 AM"
EDWIN,54929,"02/09/2026, 12:00:00 AM"
SEBAS,62772,"02/18/2026, 12:00:00 AM"
